timestamp,value,label
2026-01-20 12:01:54.067983,70.99342830602247,0
2026-01-20 12:02:54.067983,69.72347139765763,0
2026-01-20 12:03:54.067983,69.53169325055333,0
2026-01-20 12:04:54.067983,69.53172608610164,0
2026-01-20 12:05:54.067983,73.15842563101478,0
2026-01-20 12:06:54.067983,71.53486945830582,0
2026-01-20 12:07:54.067983,69.0610512281301,0
2026-01-20 12:08:54.067983,71.08512008717193,0
2026-01-20 12:09:54.067983,70.48392454313206,0
2026-01-20 12:10:54.067983,66.1734395106844,0
2026-01-20 12:11:54.067983,67.97433775933115,0
2026-01-20 12:12:54.067983,70.62849466519054,0
2026-01-20 12:13:54.067983,72.93129753784311,0
2026-01-20 12:14:54.067983,69.54844739902693,0
2026-01-20 12:15:54.067983,68.91123455094963,0
2026-01-20 12:16:54.067983,70.22184517941973,0
2026-01-20 12:17:54.067983,68.7987226201624,0
2026-01-20 12:18:54.067983,69.41661250041345,0
2026-01-20 12:19:54.067983,69.97300555052414,0
2026-01-20 12:20:54.067983,67.8845781420882,0
2026-01-20 12:21:54.067983,71.64508982420638,0
2026-01-20 12:22:54.067983,67.55831270005795,0
2026-01-20 12:23:54.067983,67.34362790220314,0
2026-01-20 12:24:54.067983,70.39372247173824,0
2026-01-20 12:25:54.067983,71.47693315999082,0
2026-01-20 12:26:54.067983,70.34273656237994,0
2026-01-20 12:27:54.067983,69.76870343522351,0
2026-01-20 12:28:54.067983,69.39779260882142,0
2026-01-20 12:29:54.067983,69.07872245808042,0
2026-01-20 12:30:54.067983,72.11424445243783,0
2026-01-20 12:31:54.067983,70.64816793878958,0
2026-01-20 12:32:54.067983,69.22983543916737,0
2026-01-20 12:33:54.067983,68.64615599938809,0
2026-01-20 12:34:54.067983,71.22335257768174,0
2026-01-20 12:35:54.067983,72.06199904499191,0
2026-01-20 12:36:54.067983,71.86256023823239,0
2026-01-20 12:37:54.067983,68.32156495355473,0
2026-01-20 12:38:54.067983,69.38157524829757,0
2026-01-20 12:39:54.067983,69.04165152430942,0
2026-01-20 12:40:54.067983,69.62868204667237,0
2026-01-20 12:41:54.067983,71.6250516447884,0
2026-01-20 12:42:54.067983,72.71248005714165,0
2026-01-20 12:43:54.067983,70.72327205009528,0
2026-01-20 12:44:54.067983,68.70976049078975,0
2026-01-20 12:45:54.067983,69.9283479217801,0
2026-01-20 12:46:54.067983,73.12928731162802,0
2026-01-20 12:47:54.067983,70.17409413647634,0
2026-01-20 12:48:54.067983,69.40198529906826,0
2026-01-20 12:49:54.067983,69.56065622432497,0
2026-01-20 12:50:54.067983,70.7142251430235,0
2026-01-20 12:51:54.067983,68.38301279421363,0
2026-01-20 12:52:54.067983,68.99648591283092,0
2026-01-20 12:53:54.067983,71.83080423540414,0
2026-01-20 12:54:54.067983,70.65750221931937,0
2026-01-20 12:55:54.067983,70.19415509869609,0
2026-01-20 12:56:54.067983,71.93728998106577,0
2026-01-20 12:57:54.067983,68.5958938122453,0
2026-01-20 12:58:54.067983,69.34467570680447,0
2026-01-20 12:59:54.067983,70.59224055412915,0
2026-01-20 13:00:54.067983,67.93392009333456,0
2026-01-20 13:01:54.067983,64.58106806487396,0
2026-01-20 13:02:54.067983,66.57051890344407,0
2026-01-20 13:03:54.067983,67.08923812564277,0
2026-01-20 13:04:54.067983,68.21991126260386,0
2026-01-20 13:05:54.067983,67.92691033042031,0
2026-01-20 13:06:54.067983,67.26291771744245,0
2026-01-20 13:07:54.067983,63.5742671183767,0
2026-01-20 13:08:54.067983,67.35878179807635,0
2026-01-20 13:09:54.067983,67.53226996885684,0
2026-01-20 13:10:54.067983,72.33829377394537,0
2026-01-20 13:11:54.067983,67.02708761941254,0
2026-01-20 13:12:54.067983,68.01490423364201,0
2026-01-20 13:13:54.067983,69.69745517800483,0
2026-01-20 13:14:54.067983,68.91567561434833,0
2026-01-20 13:15:54.067983,70.21739817084699,0
2026-01-20 13:16:54.067983,64.60810742339022,0
2026-01-20 13:17:54.067983,65.4307368987134,0
2026-01-20 13:18:54.067983,66.27921408976924,0
2026-01-20 13:19:54.067983,64.31048268684252,0
2026-01-20 13:20:54.067983,67.54893549858684,0
2026-01-20 13:21:54.067983,65.57296108050718,0
2026-01-20 13:22:54.067983,70.51167835900986,0
2026-01-20 13:23:54.067983,65.84530296430232,0
2026-01-20 13:24:54.067983,66.76768651656343,0
2026-01-20 13:25:54.067983,69.03884398371413,0
2026-01-20 13:26:54.067983,64.95008091610687,0
2026-01-20 13:27:54.067983,64.19684307985233,0
2026-01-20 13:28:54.067983,67.78107726603939,0
2026-01-20 13:29:54.067983,67.93157513747164,0
2026-01-20 13:30:54.067983,68.9754552925294,0
2026-01-20 13:31:54.067983,68.45569268020859,0
2026-01-20 13:32:54.067983,68.00577889544115,0
2026-01-20 13:33:54.067983,66.0517601058178,0
2026-01-20 13:34:54.067983,67.8763169432968,0
2026-01-20 13:35:54.067983,67.99795449557215,0
2026-01-20 13:36:54.067983,65.98310671292205,0
2026-01-20 13:37:54.067983,71.1433585712643,0
2026-01-20 13:38:54.067983,68.35947539079837,0
2026-01-20 13:39:54.067983,65.46244620852015,0
2026-01-20 13:40:54.067983,68.98597875645969,0
2026-01-20 13:41:54.067983,69.33856180746344,0
2026-01-20 13:42:54.067983,68.23737140284778,0
2026-01-20 13:43:54.067983,66.92103331696904,0
2026-01-20 13:44:54.067983,65.9043372202598,0
2026-01-20 13:45:54.067983,67.25760613014658,0
2026-01-20 13:46:54.067983,68.09411349860808,0
2026-01-20 13:47:54.067983,67.4378133327306,0
2026-01-20 13:48:54.067983,70.31887770328942,0
2026-01-20 13:49:54.067983,68.6631442445048,0
2026-01-20 13:50:54.067983,65.69749443614222,0
2026-01-20 13:51:54.067983,65.27002455285256,0
2026-01-20 13:52:54.067983,68.37675437946116,0
2026-01-20 13:53:54.067983,66.96488397832309,0
2026-01-20 13:54:54.067983,68.83981053715897,0
2026-01-20 13:55:54.067983,68.35828479812187,0
2026-01-20 13:56:54.067983,67.26615172366104,0
2026-01-20 13:57:54.067983,65.71822211283798,0
2026-01-20 13:58:54.067983,64.38211509960306,0
2026-01-20 13:59:54.067983,67.8399970372352,0
2026-01-20 14:00:54.067983,62.50852244257602,0
2026-01-20 14:01:54.067983,63.232285127597734,0
